month,airline_id,unique_carrier,carrier,carrier_name,carrier_group_new,sdomt_gallons,satl_gallons,spac_gallons,slat_gallons,sint_gallons,ts_gallons,tdomt_gallons,tint_gallons,total_gallons,sdomt_cost,satl_cost,spac_cost,slat_cost,sint_cost,ts_cost,tdomt_cost,tint_cost,total_cost,year
3,19393,WN,WN,Southwest Airlines Co.,3,177681157,0,0,2488121,2488121,180169278,177789535,2488121,180277656,352911927,0,0,6073530,6073530,358985457,353137046,6073530,359210576,2019
4,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0,0,0,0,0,0,438847,573413,1012260,0,0,0,0,0,0,1519482,1110701,2630183,2019
4,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0,0,0,0,0,0,1458,33138,34596,0,0,0,0,0,0,7463,80526,87989,2019
4,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,21712,2HQ,2HQ,Elite Airways LLC,1,108171,0,0,0,0,108171,257621,0,257621,292609,0,0,0,0,292609,890987,0,890987,2019
4,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,293620,0,0,0,0,293620,333350,0,333350,821935,0,0,0,0,821935,933152,0,933152,2019
4,19917,5X,5X,United Parcel Service,3,40908000,11964000,16915000,3034000,31913000,72821000,40908000,31913000,72821000,84149000,23994000,34569000,6530000,65093000,149242000,84149000,65093000,149242000,2019
4,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,15865672,34294456,50160128,0,0,0,0,0,0,35939769,74764973,110704742,2019
4,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,313624,782826,1096450,0,0,0,0,0,0,38574,2020064,2058638,2019
4,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20190,9S,9S,Southern Air Inc.,2,992362,2232567,4241516,0,6474083,7466445,992362,6474083,7466445,2221720,5212881,9035414,0,14248295,16470015,2221720,14248295,16470015,2019
4,19805,AA,AA,American Airlines Inc.,3,180184898,49277957,18132384,42916293,110326634,290511532,180567823,110440799,291008622,362560543,99573979,36677163,90155938,226407080,588967623,363320993,226648425,589969418,2019
4,20453,ABX,ABX,ABX Air Inc,2,194952,0,0,0,0,194952,194952,0,194952,0,0,0,0,0,0,0,0,0,2019
4,19930,AS,AS,Alaska Airlines Inc.,3,58372355,0,0,1293697,1293697,59666052,58432767,1293697,59726464,133673299,0,0,3411283,3411283,137084582,133797164,3411283,137208447,2019
4,20409,B6,B6,JetBlue Airways,3,59527739,0,0,15649373,15649373,75177112,59527739,15649373,75177112,128724788,0,0,33840732,33840732,162565520,128724788,33840732,162565520,2019
4,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,19790,DL,DL,Delta Air Lines Inc.,3,178154335,62537834,29643566,23576826,115758226,293912561,180070679,116040467,296111146,359449469,126178189,59809739,47569302,233557230,593006699,364498097,234126688,598624785,2019
4,20366,EV,EV,ExpressJet Airlines LLC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20436,F9,F9,Frontier Airlines Inc.,3,19681831,0,0,1940677,1940677,21622508,19681831,1940677,21622508,38668884,0,0,4094706,4094706,42763590,38668884,4094706,42763590,2019
4,20107,FX,FX,Federal Express Corporation,3,56512179,15119466,22179883,1844567,39143916,95656095,58066815,39768042,97834857,114638000,30061000,44806000,4252000,79119000,193757000,117835000,80518000,198353000,2019
4,20368,G4,G4,Allegiant Air,3,16794117,0,0,0,0,16794117,17181795,207518,17389313,37653594,0,0,0,0,37653594,38555060,483463,39038523,2019
4,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,120666,124444,245110,0,0,0,0,0,0,307987,342835,650822,2019
4,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,200346,315308,515654,0,0,0,0,0,0,546281,859747,1406028,2019
4,19690,HA,HA,Hawaiian Airlines Inc.,3,15343204,0,6690692,0,6690692,22033896,15343204,6690692,22033896,31430036,0,13400043,0,13400043,44830079,31430036,13400043,44830079,2019
4,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,3221168,4524751,7745919,0,0,0,0,0,0,6897031,10854673,17751704,2019
4,21629,KD,KD,Western Global,2,0,0,0,0,0,0,1569264,892204,2461468,0,0,0,0,0,0,3415879,1930528,5346407,2019
4,21634,KH,KH,Aloha Air Cargo,2,392414,0,0,0,0,392414,392414,0,392414,793241,0,0,0,0,793241,793241,0,793241,2019
4,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,198608,29459,228067,0,0,0,0,0,0,501851,77618,579469,2019
4,20169,L2,L2,Lynden Air Cargo Airlines,1,97484,0,0,0,0,97484,151911,15563,167474,248212,0,0,0,0,248212,375287,47958,423245,2019
4,20151,M6,M6,Amerijet International,2,0,0,0,1533857,1533857,1533857,554946,1716275,2271221,0,0,0,3465591,3465591,3465591,1253843,3877746,5131589,2019
4,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0,0,0,0,0,0,74323,1357215,1431538,0,0,0,0,0,0,236905,3849238,4086143,2019
4,20108,NC,NC,Northern Air Cargo Inc.,1,271829,0,0,0,0,271829,322129,0,322129,603087,0,0,0,0,603087,697107,0,697107,2019
4,20416,NK,NK,Spirit Air Lines,3,33760047,0,0,4911255,4911255,38671302,33760047,4911255,38671302,74222807,0,0,10797590,10797590,85020397,74222807,10797590,85020397,2019
4,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20304,OO,OO,SkyWest Airlines Inc.,3,8262780,0,0,0,0,8262780,8262780,0,8262780,20297087,0,0,0,0,20297087,20297087,0,20297087,2019
4,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,389461,389461,0,0,0,0,0,0,0,900577,900577,2019
4,20100,PO,PO,Polar Air Cargo Airways,3,2399267,701876,10945472,0,11647348,14046615,2399267,11647348,14046615,4948050,1541758,21476395,0,23018153,27966203,4948050,23018153,27966203,2019
4,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,4069973,0,0,987765,987765,5057738,4758911,1034854,5793765,8956181,0,0,2352138,2352138,11308319,11676816,2464930,14141746,2019
4,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,276938,17958,294896,0,0,0,0,0,0,567626,62363,629989,2019
4,19977,UA,UA,United Air Lines Inc.,3,144590058,60523632,51831017,31206029,143560678,288150736,145411013,143673409,289084422,294430837,122350380,106637727,66383872,295371979,589802816,296103451,295602761,591706212,2019
4,20195,WI,WI,Sky Lease Cargo,2,0,0,0,0,0,0,0,1803776,1803776,0,0,0,0,0,0,0,4015883,4015883,2019
4,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,78060,1268,79328,0,0,0,0,0,0,220182,3577,223759,2019
4,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,395064,3622989,4018053,0,0,0,0,0,0,1065262,8945485,10010747,2019
4,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,20452,YX,YX,Republic Airline,3,13919,0,0,0,0,13919,13919,0,13919,29889,0,0,0,0,29889,29889,0,29889,2019
4,19393,WN,WN,Southwest Airlines Co.,3,171401778,0,0,1931660,1931660,173333438,171492052,1931660,173423712,343356856,0,0,4787040,4787040,348143896,343556447,4787040,348343487,2019
5,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0,0,0,0,0,0,675825,757128,1432953,0,0,0,0,0,0,1744273,1120059,2864332,2019
5,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0,0,0,0,0,0,0,21082,21082,0,0,0,0,0,0,0,79229,79229,2019
5,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,21712,2HQ,2HQ,Elite Airways LLC,1,165353,0,0,0,0,165353,273216,0,273216,619426,0,0,0,0,619426,941715,0,941715,2019
5,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,326698,0,0,0,0,326698,366102,0,366102,924717,0,0,0,0,924717,1036250,0,1036250,2019
5,19917,5X,5X,United Parcel Service,3,42867000,12352000,17383000,3093000,32828000,75695000,42867000,32828000,75695000,90692000,25298000,36826000,6761000,68885000,159577000,90692000,68885000,159577000,2019
5,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,16247567,33279659,49527226,0,0,0,0,0,0,37213237,75650997,112864234,2019
5,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,59164,787542,846706,0,0,0,0,0,0,170069,2049934,2220003,2019
5,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20190,9S,9S,Southern Air Inc.,2,1263017,2393561,4254975,0,6648536,7911553,1263017,6648536,7911553,2865185,5947372,9593079,0,15540451,18405636,2865185,15540451,18405636,2019
5,19805,AA,AA,American Airlines Inc.,3,195424647,61637649,19301832,43014750,123954231,319378878,195785035,124187098,319972133,400384570,126601880,40130901,92299450,259032231,659416801,401108088,259545007,660653095,2019
5,20453,ABX,ABX,ABX Air Inc,2,149718,0,0,0,0,149718,149718,0,149718,0,0,0,0,0,0,0,0,0,2019
5,19930,AS,AS,Alaska Airlines Inc.,3,61891326,0,0,846925,846925,62738251,61930261,846925,62777186,149060140,0,0,2331235,2331235,151391375,149141897,2331235,151473132,2019
5,20409,B6,B6,JetBlue Airways,3,59139308,0,0,15399970,15399970,74539278,59139308,15399970,74539278,132733065,0,0,34563901,34563901,167296966,132733065,34563901,167296966,2019
5,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,19790,DL,DL,Delta Air Lines Inc.,3,186758571,74949599,31995527,22808196,129753322,316511893,188366304,129806984,318173288,383651451,153966280,65727267,46854062,266547609,650199060,388155077,266657846,654812923,2019
5,20366,EV,EV,ExpressJet Airlines LLC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20436,F9,F9,Frontier Airlines Inc.,3,22805754,0,0,1785895,1785895,24591649,22805754,1785895,24591649,42822137,0,0,3867858,3867858,46689995,42822137,3867858,46689995,2019
5,20107,FX,FX,Federal Express Corporation,3,60239135,16083295,23077883,2115040,41276218,101515353,62012233,42102155,104114388,125755000,32967000,48274000,4982000,86223000,211978000,129525000,88226000,217751000,2019
5,20368,G4,G4,Allegiant Air,3,15895717,0,0,0,0,15895717,16288199,206601,16494800,36874836,0,0,0,0,36874836,37843745,493218,38336963,2019
5,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,101151,110668,211819,0,0,0,0,0,0,264738,308875,573613,2019
5,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,153537,249455,402992,0,0,0,0,0,0,453072,736117,1189189,2019
5,19690,HA,HA,Hawaiian Airlines Inc.,3,16143998,0,6761601,0,6761601,22905599,16143998,6761601,22905599,34161814,0,13846292,0,13846292,48008106,34161814,13846292,48008106,2019
5,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,2757277,3733101,6490378,0,0,0,0,0,0,5976523,8986877,14963400,2019
5,21629,KD,KD,Western Global,2,0,0,0,0,0,0,1025832,1073257,2099089,0,0,0,0,0,0,2330691,2428578,4759269,2019
5,21634,KH,KH,Aloha Air Cargo,2,387931,0,0,0,0,387931,387931,0,387931,796746,0,0,0,0,796746,796746,0,796746,2019
5,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,112766,43894,156660,0,0,0,0,0,0,298448,126383,424831,2019
5,20169,L2,L2,Lynden Air Cargo Airlines,1,131178,0,0,0,0,131178,285985,72421,358406,356252,0,0,0,0,356252,789250,86941,876191,2019
5,20151,M6,M6,Amerijet International,2,0,0,0,1736422,1736422,1736422,512239,1796706,2308945,0,0,0,3953951,3953951,3953951,1166403,4091222,5257625,2019
5,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0,0,0,0,0,0,31001,1134112,1165113,0,0,0,0,0,0,114406,3347119,3461525,2019
5,20108,NC,NC,Northern Air Cargo Inc.,1,182675,0,0,0,0,182675,210015,0,210015,436829,0,0,0,0,436829,502062,0,502062,2019
5,20416,NK,NK,Spirit Air Lines,3,37152807,0,0,4970557,4970557,42123364,37152807,4970557,42123364,83576243,0,0,11181402,11181402,94757645,83576243,11181402,94757645,2019
5,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20304,OO,OO,SkyWest Airlines Inc.,3,8838081,0,0,0,0,8838081,8838081,0,8838081,22436510,0,0,0,0,22436510,22436510,0,22436510,2019
5,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,363290,363290,0,0,0,0,0,0,0,834670,834670,2019
5,20100,PO,PO,Polar Air Cargo Airways,3,2756574,722700,11759138,0,12481838,15238412,2756574,12481838,15238412,5758153,1613922,24108440,0,25722362,31480515,5758153,25722362,31480515,2019
5,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,4023182,0,0,304836,304836,4328018,5044703,403404,5448107,9089834,0,0,755802,755802,9845636,11488221,996564,12484785,2019
5,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,317305,9687,326992,0,0,0,0,0,0,686029,32703,718732,2019
5,19977,UA,UA,United Air Lines Inc.,3,153202004,73294536,54098845,27860083,155253464,308455468,153949739,155465624,309415363,322624581,152795530,115391388,60866483,329053401,651677982,324208102,329510626,653718728,2019
5,20195,WI,WI,Sky Lease Cargo,2,0,0,0,0,0,0,11147,1212285,1223432,0,0,0,0,0,0,26946,2730784,2757730,2019
5,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,46985,247955,294940,0,0,0,0,0,0,89588,472786,562374,2019
5,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,613723,2690826,3304549,0,0,0,0,0,0,1477851,6740872,8218723,2019
5,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,20452,YX,YX,Republic Airline,3,18888,0,0,0,0,18888,18888,0,18888,41578,0,0,0,0,41578,41578,0,41578,2019
5,19393,WN,WN,Southwest Airlines Co.,3,177347813,0,0,2473278,2473278,179821091,177441553,2473278,179914831,371652892,0,0,6309955,6309955,377962847,371853619,6309955,378163574,2019
6,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0,0,0,0,0,0,401512,808223,1209735,0,0,0,0,0,0,877762,1742073,2619835,2019
6,21352,0WQ,0WQ,Avjet Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0,0,0,0,0,0,3864,70432,74296,0,0,0,0,0,0,18431,252722,271153,2019
6,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,21712,2HQ,2HQ,Elite Airways LLC,1,110195,0,0,0,0,110195,168234,0,168234,311439,0,0,0,0,311439,493559,0,493559,2019
6,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,301172,0,0,0,0,301172,355723,0,355723,782334,0,0,0,0,782334,924038,0,924038,2019
6,19917,5X,5X,United Parcel Service,3,40665000,12187000,16966000,2717000,31870000,72535000,40665000,31870000,72535000,77414000,23959000,34428000,5613000,64000000,141414000,77414000,64000000,141414000,2019
6,20007,5Y,5Y,Atlas Air Inc.,3,0,0,0,0,0,0,15732351,31496344,47228695,0,0,0,0,0,0,35076392,69904163,104980555,2019
6,19874,8C,8C,Air Transport International,2,0,0,0,0,0,0,43052,730813,773865,0,0,0,0,0,0,120829,1883667,2004496,2019
6,20363,9E,9E,Endeavor Air Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20190,9S,9S,Southern Air Inc.,2,1094965,2102642,3714691,2186,5819519,6914484,1094965,5819519,6914484,2409767,5182766,7919857,4005,13106628,15516395,2409767,13106628,15516395,2019
6,19805,AA,AA,American Airlines Inc.,3,195670252,67039590,19020928,45291083,131351601,327021853,195915483,131521720,327437203,373907739,130140181,37402156,94460076,262002413,635910152,374377915,262365817,636743732,2019
6,20453,ABX,ABX,ABX Air Inc,2,133419,0,0,0,0,133419,133419,0,133419,0,0,0,0,0,0,0,0,0,2019
6,19930,AS,AS,Alaska Airlines Inc.,3,63813286,0,0,678278,678278,64491564,63899921,678278,64578199,135821357,0,0,1666785,1666785,137488142,135989040,1666785,137655825,2019
6,20409,B6,B6,JetBlue Airways,3,57899767,0,0,16881416,16881416,74781183,57899767,16881416,74781183,119555227,0,0,34857852,34857852,154413079,119555227,34857852,154413079,2019
6,21167,CP,CP,Compass Airlines,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,19790,DL,DL,Delta Air Lines Inc.,3,196666953,83530097,31788396,22790222,138108715,334775668,198074942,138108715,336183657,416406190,176859655,67306095,48254113,292419863,708826053,420444587,292419863,712864450,2019
6,20366,EV,EV,ExpressJet Airlines LLC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20436,F9,F9,Frontier Airlines Inc.,3,22899112,0,0,1697218,1697218,24596330,22899112,1697218,24596330,41286065,0,0,3355771,3355771,44641836,41286065,3355771,44641836,2019
6,20107,FX,FX,Federal Express Corporation,3,55563857,14693105,22286076,1903348,38882529,94446386,56983007,39523503,96506510,103990000,28220000,45180000,4332000,77732000,181722000,106681494,79155000,185836494,2019
6,20368,G4,G4,Allegiant Air,3,19637023,0,0,0,0,19637023,19947115,232353,20179468,41412959,0,0,0,0,41412959,42106026,527704,42633730,2019
6,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0,0,0,0,0,0,177454,75579,253033,0,0,0,0,0,0,447931,201992,649923,2019
6,20402,GL,GL,Miami Air International,2,0,0,0,0,0,0,149225,319809,469034,0,0,0,0,0,0,404431,866750,1271181,2019
6,19690,HA,HA,Hawaiian Airlines Inc.,3,15667787,0,6670038,0,6670038,22337825,15667787,6670038,22337825,29621947,0,12917461,0,12917461,42539408,29621947,12917461,42539408,2019
6,20370,KAQ,KAQ,Kalitta Air LLC,2,0,0,0,0,0,0,3052250,4644761,7697011,0,0,0,0,0,0,5945440,10508398,16453838,2019
6,21629,KD,KD,Western Global,2,0,0,0,0,0,0,1842149,1078869,2921018,0,0,0,0,0,0,3835839,2328684,6164523,2019
6,21634,KH,KH,Aloha Air Cargo,2,396366,0,0,0,0,396366,396366,0,396366,743516,0,0,0,0,743516,743516,0,743516,2019
6,20372,KLQ,KLQ,Kalitta Charters II,1,0,0,0,0,0,0,138345,9808,148153,0,0,0,0,0,0,380505,22377,402882,2019
6,20169,L2,L2,Lynden Air Cargo Airlines,1,185144,0,0,0,0,185144,336245,61566,397811,443441,0,0,0,0,443441,844329,196299,1040628,2019
6,20151,M6,M6,Amerijet International,2,0,0,0,1585401,1585401,1585401,500791,1690049,2190840,0,0,0,3426975,3426975,3426975,1082501,3653180,4735681,2019
6,20398,MQ,MQ,Envoy Air,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0,0,0,0,0,0,110460,437315,547775,0,0,0,0,0,0,374003,1555405,1929408,2019
6,20108,NC,NC,Northern Air Cargo Inc.,1,259324,0,0,0,0,259324,407071,0,407071,507435,0,0,0,0,507435,787763,0,787763,2019
6,20416,NK,NK,Spirit Air Lines,3,36737363,0,0,4914976,4914976,41652339,36737363,4914976,41652339,75170578,0,0,10056835,10056835,85227413,75170578,10056835,85227413,2019
6,20397,OH,OH,PSA Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20304,OO,OO,SkyWest Airlines Inc.,3,8915291,0,0,0,0,8915291,8915291,0,8915291,20779214,0,0,0,0,20779214,20779214,0,20779214,2019
6,20177,PFQ,PFQ,Asia Pacific,1,0,0,0,0,0,0,0,333834,333834,0,0,0,0,0,0,0,765867,765867,2019
6,20100,PO,PO,Polar Air Cargo Airways,3,2980851,709842,11761339,0,12471181,15452032,2980851,12471181,15452032,5662856,1567724,23591976,0,25159700,30822556,5662856,25159700,30822556,2019
6,19687,QX,QX,Horizon Air,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,5374879,0,0,911178,911178,6286057,6200681,968745,7169426,11081522,0,0,2135113,2135113,13216635,13077984,2267662,15345646,2019
6,20447,U7,U7,USA Jet Airlines Inc.,2,0,0,0,0,0,0,448144,14417,462561,0,0,0,0,0,0,899896,44743,944639,2019
6,19977,UA,UA,United Air Lines Inc.,3,158802116,75616971,53292139,31692487,160601597,319403713,159500662,160737489,320238151,306347461,147753982,106826039,65593766,320173787,626521248,307713727,320455909,628169636,2019
6,20195,WI,WI,Sky Lease Cargo,2,0,0,0,0,0,0,0,566138,566138,0,0,0,0,0,0,0,1189220,1189220,2019
6,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0,0,0,0,0,0,159403,134150,293553,0,0,0,0,0,0,253766,213564,467330,2019
6,20377,X9,X9,Omni Air International LLC,2,0,0,0,0,0,0,426101,3070130,3496231,0,0,0,0,0,0,934804,7368962,8303766,2019
6,20207,XP,XP,XTRA Airways,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20378,YV,YV,Mesa Airlines Inc.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,20452,YX,YX,Republic Airline,3,18137,0,0,0,0,18137,18137,0,18137,38021,0,0,0,0,38021,38021,0,38021,2019
